id,game,category,number,name,location,era,requirement,description
oot-heart-17,oot,coeur,17,Quart de cœur n°17,Domaine Zora,Enfant,Aucune,"Allumez les 5 torches du domaine avec un bâton Deku, dont deux cachées derrière la cascade, pour faire apparaître un grand coffre."
oot-heart-18,oot,coeur,18,Quart de cœur n°18,Cimetière,Les deux,Haricot Magique,"Plantez un Haricot Magique dans la terre meuble à gauche du cimetière (enfant), puis revenez adulte pour chevaucher la pousse jusqu'à une caisse contenant le quart de cœur."
oot-heart-19,oot,coeur,19,Quart de cœur n°19,Village Cocorico,Les deux,Boomerang / course de Dampé,"Sur une plateforme mobile à l'intérieur du moulin. Accessible avec le Boomerang enfant, ou après la course contre le fantôme de Dampé adulte."
oot-heart-20,oot,coeur,20,Quart de cœur n°20,Cimetière,Adulte,Grappin,Battez le fantôme de Dampé dans sa course-poursuite en moins d'une minute pour recevoir le quart de cœur.
oot-heart-21,oot,coeur,21,Quart de cœur n°21,Village Cocorico,Adulte,Grappin,Utilisez le Grappin pour atteindre le toit de la boutique de potions et parlez à l'homme qui s'y trouve.
oot-heart-22,oot,coeur,22,Quart de cœur n°22,Village Cocorico,Les deux,50 Skulltulas d'Or,"Une fois 50 Skulltulas d'Or récoltées, entrez dans la Maison des Skulltulas pour réclamer votre récompense."
oot-heart-23,oot,coeur,23,Quart de cœur n°23,Lac Hylia,Les deux,Haricot Magique / Chant de l'Épouvantail,"Sur le toit du Laboratoire au bord du lac, accessible via un Haricot Magique ou le Chant de l'Épouvantail combiné au Grappin."
oot-heart-24,oot,coeur,24,Quart de cœur n°24,Lac Hylia,Adulte,Écaille Dorée,"Depuis le Laboratoire, plongez tout au fond du lac avec l'Écaille Dorée pour entendre le carillon secret, puis remontez parler au scientifique."
oot-heart-25,oot,coeur,25,Quart de cœur n°25,Plaine d'Hyrule,Les deux,Écaille Dorée / Bottes de Fer,"Près d'un arbre isolé au nord-ouest du Ranch Lon Lon (la Pierre d'Âme réagit). Posez une bombe pour révéler un trou, puis plongez profondément à l'intérieur."
oot-heart-26,oot,coeur,26,Quart de cœur n°26,Sentier de la Montagne du Péril,Les deux,Haricot Magique,"Plantez un Haricot Magique enfant dans la terre meuble à l'entrée de la Caverne de Dodongo, puis chevauchez-le adulte pour atteindre la corniche au-dessus de l'entrée."
oot-heart-27,oot,coeur,27,Quart de cœur n°27,Cratère Montagne du Péril,Adulte,"Chant du Boléro du Feu, Haricot Magique","Plantez un Haricot près du piédestal Triforce (enfant), puis chevauchez-le adulte jusqu'au sommet d'un des pics fumants du cratère."
oot-heart-28,oot,coeur,28,Quart de cœur n°28,Fontaine Zora,Adulte,Aucune,"Une fois le Temple de l'Eau terminé, sautez de bloc de glace en bloc de glace flottant sur la fontaine pour atteindre le quart de cœur."
oot-heart-29,oot,coeur,29,Quart de cœur n°29,Caverne de Glace,Adulte,Feu Bleu,"Dans la salle aux stalactites tombantes, récupérez du Feu Bleu et faites fondre la Glace Rouge qui emprisonne le quart de cœur."
oot-heart-30,oot,coeur,30,Quart de cœur n°30,Fontaine Zora,Adulte,Bottes de Fer,Enfilez les Bottes de Fer pour couler jusqu'au fond de la fontaine et récupérer le quart de cœur.
oot-heart-31,oot,coeur,31,Quart de cœur n°31,Rivière Zora,Enfant,Chant des Tempêtes,Montez sur le tronc qui dépasse au centre de la rivière et jouez le Chant des Tempêtes aux grenouilles rassemblées.
oot-heart-32,oot,coeur,32,Quart de cœur n°32,Rivière Zora,Enfant,Tous les chants (sauf téléportation),"Jouez Berceuse de Zelda, Chant de Saria, Chant d'Épona, Chant du Soleil et Chant du Temps aux grenouilles, puis réussissez leur mini-jeu de rythme façon Simon."
oot-heart-33,oot,coeur,33,Quart de cœur n°33,Marché,Enfant,Lentille de Vérité (nuit),"Au Jeu du Coffre au Trésor, choisissez entre deux coffres à chaque salle. La Lentille de Vérité permet de voir le contenu et de progresser sans erreur."
oot-heart-34,oot,coeur,34,Quart de cœur n°34,Forteresse Gerudo,Adulte,"Jeton Gerudo, Grappin",Grimpez au sommet de la forteresse puis utilisez le Grappin (ou le Chant de l'Épouvantail avec Pierre) pour atteindre le coffre sur le toit.
oot-heart-35,oot,coeur,35,Quart de cœur n°35,Champ de Tir à Cheval,Adulte,"Jeton Gerudo, Épona",Marquez plus de 1000 points au jeu de tir à l'arc à cheval pour recevoir le quart de cœur.
oot-heart-36,oot,coeur,36,Quart de cœur n°36,Colosse du Désert,Les deux,"Requiem de l'Esprit, Haricot Magique","Plantez un Haricot Magique près de l'entrée du Temple de l'Esprit (enfant), puis chevauchez-le adulte jusqu'à la plateforme finale en forme de menhirs."
ww-heart-01,ww,coeur,1,Quart de cœur n°1,Forteresse Maudite,N/A,Aucune,"Dans la cellule voisine de la vôtre, déplacez les tonneaux pour révéler un interrupteur qui ouvre la grille d'une cellule contenant un coffre."
ww-heart-02,ww,coeur,2,Quart de cœur n°2,Île Mercantîle,N/A,Aucune,Gagnez à cache-cache contre les Abeilles Tueuses ; Ivan vous récompense.
ww-heart-03,ww,coeur,3,Quart de cœur n°3,Île Mercantîle,N/A,10 rubis,Réussissez le mini-jeu « Navires en perdition » de Salvatore en moins de 24 tirs de canon.
ww-heart-04,ww,coeur,4,Quart de cœur n°4,Île de la Griffe,N/A,Aucune,"Rampez dans le dôme au centre de l'île, vainquez les Chuchus Rouges dans la grotte, puis ouvrez le coffre au bout du chemin."
ww-heart-05,ww,coeur,5,Quart de cœur n°5,Toute boîte aux lettres,N/A,Aucune,"Triez 25 lettres pour Baito au bureau de poste de l'Île de Vaisserang, postez sa lettre, puis récupérez la réponse de sa mère qui contient le quart de cœur."
ww-heart-06,ww,coeur,6,Quart de cœur n°6,Toute boîte aux lettres,N/A,Perle de Farore,"Après avoir terminé le Bois Interdit, une lettre du Chef Rito arrive dans n'importe quelle boîte aux lettres."
ww-heart-07,ww,coeur,7,Quart de cœur n°7,Îlots des Cinq Étoiles,N/A,Charte au trésor n°33,Utilisez la charte pour localiser le trésor englouti et remontez-le.
ww-heart-08,ww,coeur,8,Quart de cœur n°8,Îlots des Cinq Étoiles,N/A,Aucune,"Entrez dans le sous-marin au sud de l'îlot, vainquez les ennemis à l'intérieur et ouvrez le coffre."
ww-heart-09,ww,coeur,9,Quart de cœur n°9,Îles Anguleuses,N/A,Charte au trésor n°15,Utilisez la charte pour localiser le coffre englouti contenant le quart de cœur.
ww-heart-10,ww,coeur,10,Quart de cœur n°10,Îles Anguleuses,N/A,Aucune,"Sur la plus grande île, poussez et tirez les blocs pour grimper jusqu'au sommet et ouvrir le coffre."
ww-heart-11,ww,coeur,11,Quart de cœur n°11,Île de la Pierre Tombale,N/A,Poire Hyoi,Prenez le contrôle d'une mouette avec une Poire Hyoi et volez jusqu'au sommet de l'île pour attraper le quart de cœur.
ww-heart-12,ww,coeur,12,Quart de cœur n°12,Île du Contrefort en Diamant,N/A,Charte au trésor n°23,"Repérez la zone de lumière indiquée par la charte, puis remontez et ouvrez le coffre."
ww-heart-13,ww,coeur,13,Quart de cœur n°13,Îlot du Rocher-Aiguille,N/A,Poire Hyoi,"Contrôlez une mouette jusqu'au sommet pour activer un interrupteur, ce qui éteint les flammes protégeant un coffre en contrebas."
ww-heart-14,ww,coeur,14,Quart de cœur n°14,Île du Grand Poisson,N/A,Feuille Deku,"Grimpez au sommet de la petite île, réglez le vent puis planez au nord-ouest jusqu'à une corniche avec un coffre."
ww-heart-15,ww,coeur,15,Quart de cœur n°15,Récif aux Six Yeux,N/A,Aucune,"Montez à bord du sous-marin au sud-ouest, vainquez les trois Moblins à l'intérieur, puis grimpez l'échelle jusqu'au coffre."
ww-heart-16,ww,coeur,16,Quart de cœur n°16,Île Accalmie,N/A,Aucune,Relevez le défi d'Orca : le toucher 500 fois avec votre épée sans être touché trois fois.
ww-heart-17,ww,coeur,17,Quart de cœur n°17,Île du Veilleur de Pierre,N/A,Canon,"Détruisez les canons sous la plateforme de guet ennemie, grimpez et ouvrez le coffre qui apparaît."
ww-heart-18,ww,coeur,18,Quart de cœur n°18,Île de Tingle,N/A,Canon ou Boomerang,"Vainquez le Grand Octogonien au nord de l'île, puis utilisez le Grappin pour remonter le trésor qu'il laisse tomber."
ww-heart-19,ww,coeur,19,Quart de cœur n°19,Île du Spectacle,N/A,50 rubis,Jouez au mini-jeu de tir au canon installé par Salvatore et terminez-le avec succès.
ww-heart-20,ww,coeur,20,Quart de cœur n°20,Île Mercantîle,N/A,Beaucoup de rubis,Participez aux enchères nocturnes à l'Hôtel des Ventes jusqu'à remporter celle du quart de cœur.
ww-heart-21,ww,coeur,21,Quart de cœur n°21,Île Mercantîle,N/A,Boîte à Pictos Deluxe,"Prenez une photo en couleur de Linda, donnez-la à Anton, puis retrouvez Linda au café pour recevoir sa récompense."
ww-heart-22,ww,coeur,22,Quart de cœur n°22,Île du Croissant de Lune,N/A,Charte au trésor n°11,Utilisez la charte pour localiser puis remonter le trésor englouti.
ww-heart-23,ww,coeur,23,Quart de cœur n°23,Îlots des Sept Étoiles,N/A,Canon ou Boomerang,Vainquez le Grand Octogonien à 12 yeux qui garde cette zone.
ww-heart-24,ww,coeur,24,Quart de cœur n°24,Toute boîte aux lettres,N/A,20 Plumes Dorées,"Donnez 20 Plumes Dorées au garde devant la chambre du Chef Rito, puis attendez la lettre de sa petite amie."
ww-heart-25,ww,coeur,25,Quart de cœur n°25,Plateforme de Contrôle Aérien,N/A,Feuille Deku,Réglez le vent et utilisez les cyclones pour réussir le Concours de l'Homme-Oiseau ; une jauge de magie améliorée aide beaucoup.
ww-heart-26,ww,coeur,26,Quart de cœur n°26,Île de la Bombe,N/A,Bombes,"Faites exploser le rocher central pour révéler une grotte, neutralisez les Magmenta qui bloquent le passage, puis ouvrez le coffre."
ww-heart-27,ww,coeur,27,Quart de cœur n°27,Havre de la Forêt,N/A,Charte au trésor n°31,Utilisez la charte pour localiser et remonter le trésor contenant le quart de cœur.
ww-heart-28,ww,coeur,28,Quart de cœur n°28,Récif aux Trois Yeux,N/A,Charte au trésor n°38,Repérez le point lumineux indiqué par la charte et remontez le trésor.
ww-heart-29,ww,coeur,29,Quart de cœur n°29,Île de l'Étoile,N/A,Bombes,"Faites exploser le rocher menant à une grotte secrète, vainquez les ennemis à l'intérieur, puis ouvrez le coffre."
ww-heart-30,ww,coeur,30,Quart de cœur n°30,Île Mercantîle,N/A,Aucune,"Achetez et plantez 14 pots de fleurs chez Zunari, répartis sur l'île, puis parlez à l'homme assis sur le banc."
ww-heart-31,ww,coeur,31,Quart de cœur n°31,Île du Rocher-Épine,N/A,950 rubis,Achetez directement ce quart de cœur au bateau-boutique du Barterie masqué qui navigue autour de l'île.
ww-heart-32,ww,coeur,32,Quart de cœur n°32,Île du Rocher-Épine,N/A,Canon,Coulez les deux navires ennemis qui patrouillent autour de l'île et récupérez leur butin.
ww-heart-33,ww,coeur,33,Quart de cœur n°33,Île de la Fée du Sud,N/A,Charte au trésor n°4,Utilisez la charte pour localiser et remonter le trésor englouti.
ww-heart-34,ww,coeur,34,Quart de cœur n°34,Île de la Griffe,N/A,Charte au trésor n°30,Utilisez la charte pour localiser et remonter un second trésor sur cette île.
ww-heart-35,ww,coeur,35,Quart de cœur n°35,Île du Grand Poisson,N/A,Statue du Gourou,"Récompense finale de la Séquence des Marchands Ambulants, après avoir échangé la Statue du Gourou."
ww-heart-36,ww,coeur,36,Quart de cœur n°36,N'importe où,N/A,Eau de Forêt,Arrosez le tout dernier Arbre Flétri restant avec de l'Eau de Forêt pour qu'il libère le quart de cœur.
ww-heart-37,ww,coeur,37,Quart de cœur n°37,Île Mercantîle,N/A,Flèches de Feu,"Activez le moulin (interrupteur en haut de l'échelle), grimpez dessus lorsqu'il tourne, puis tirez une Flèche de Feu dans le phare pour le rallumer et parler à Kreeb."
ww-heart-38,ww,coeur,38,Quart de cœur n°38,Île Mercantîle,N/A,"Flèches de Feu, Feuille Deku","Une fois le phare rallumé, planez avec la Feuille Deku jusqu'au petit îlot où un coffre nocturne est apparu."
ww-heart-39,ww,coeur,39,Quart de cœur n°39,Île Mercantîle,N/A,Aucune,"Postez la lettre de Maggie à Moe, récupérez sa réponse auprès d'Ilari au café, puis rapportez-la à Maggie."
ww-heart-40,ww,coeur,40,Quart de cœur n°40,Île du Rocher-Épine,N/A,Charte au trésor n°2,Utilisez la charte pour localiser et remonter le trésor englouti.
ww-heart-41,ww,coeur,41,Quart de cœur n°41,Île Accalmie,N/A,Appât Universel,"Portez le grand cochon noir de l'autre côté du pont, puis jetez de l'Appât Universel sur la terre meuble pour qu'il déterre le quart de cœur."
ww-heart-42,ww,coeur,42,Quart de cœur n°42,Île de la Bombe,N/A,Charte au trésor n°20,Utilisez la charte pour localiser et remonter le trésor englouti.
ww-heart-43,ww,coeur,43,Quart de cœur n°43,Île de la Fée Épineuse,N/A,Charte au trésor n°5,Utilisez la charte pour localiser et remonter le trésor englouti.
ww-heart-44,ww,coeur,44,Quart de cœur n°44,Récif aux Deux Yeux,N/A,Charte au trésor n°46,Utilisez la charte pour localiser le dernier trésor englouti du jeu (sur GameCube : récompense des 50 étages du Labyrinthe Sauvage à la place).
oot-bottle-01,oot,bouteille,1,Lait de Lon Lon,Ranch Lon Lon,Les deux,Rubis (10),"Après avoir réveillé Talon devant le Château d'Hyrule, retrouvez-le au ranch et gagnez son jeu des Super Cocoricos (repérer 3 cocoricos parmi le troupeau en 30 secondes). Bouteille obligatoire pour l'histoire."
oot-bottle-02,oot,bouteille,2,Cocoricos égarés d'Anju,Village Cocorico,Les deux,Aucune,Retrouvez les 7 cocoricos égarés d'Anju dans tout le village et ramenez-les dans l'enclos pour recevoir la bouteille.
oot-bottle-03,oot,bouteille,3,Lettre de Ruto,Lac Hylia / Domaine Zora,Les deux,Écaille d'Argent,"Gagnez le jeu de plongée du Domaine Zora pour obtenir l'Écaille d'Argent, plongez jusqu'au tunnel menant au Lac Hylia, récupérez la bouteille au fond, puis donnez la lettre au Roi Zora."
oot-bottle-04,oot,bouteille,4,Chasseur de Fantômes,Marché (adulte),Les deux,10 Grands Poe,"Chassez les 10 Grands Poe dispersés dans la Plaine d'Hyrule à cheval avec l'Arc, capturez leurs esprits, puis livrez-les tous au Marchand de Poe."
ww-bottle-01,ww,bouteille,1,Cadeau de Médolie,Île du Dragon,Les deux,Aucune,Aidez Médolie à atteindre l'entrée de la Caverne du Dragon (portez-la et lancez-la vers la corniche avec le vent favorable) ; elle vous offre la bouteille en remerciement. Bouteille obligatoire pour l'histoire.
ww-bottle-02,ww,bouteille,2,Sous-marin de l'Île de la Bombe,Île de la Bombe,Les deux,Aucune,"Repérez le sous-marin au sud de l'île grâce au vieux Ho Ho, entrez et vainquez les Bokoblins pour récupérer la bouteille dans le coffre."
ww-bottle-03,ww,bouteille,3,Achat chez Barterie masqué,Île du Rocher-Épine,Les deux,500 rubis,Le bateau-boutique itinérant du Barterie masqué vend une bouteille vide pour 500 rubis.
ww-bottle-04,ww,bouteille,4,Mila la nécessiteuse,Île Mercantîle (nuit),Les deux,Après la Forteresse Maudite,"Trouvez Mila près de chez Zunari la nuit, suivez-la discrètement sans vous faire repérer jusqu'à la cachette, puis répondez correctement à ses questions pour recevoir la bouteille."
oot-fairy-01,oot,fee,1,Magie + Attaque Tourbillon,Sommet de la Montagne du Péril,Les deux,Bombes,"Faites exploser le mur fissuré près du hibou, au sommet du sentier. La Grande Fée offre la Jauge de Magie et débloque l'Attaque Tourbillon."
oot-fairy-02,oot,fee,2,Feu de Din,Route du Château d'Hyrule,Les deux,Bombes,"Sur le chemin vers le château, faites exploser le rocher bloquant un passage sur la droite pour atteindre la fontaine et obtenir le sort Feu de Din."
oot-fairy-03,oot,fee,3,Magie x2 (Double Magie),Colosse du Désert (nord-est),Les deux,Bombes,Faites exploser le mur fissuré dans le quadrant nord-est du Colosse pour doubler la capacité de la jauge de magie.
oot-fairy-04,oot,fee,4,Vent de Farore,Fontaine Zora (presqu'île sud-est),Les deux,Bombes,Faites exploser le rocher clair sur la petite presqu'île pour révéler une grotte menant à la fontaine et obtenir le sort de téléportation.
oot-fairy-05,oot,fee,5,Amour de Nayru,Colosse du Désert (ouest),Les deux,Bombes,Entre deux palmiers contre la paroi ouest du Colosse se cache un mur fissuré (repérable à la Lentille de Vérité) menant au sort Amour de Nayru.
oot-fairy-06,oot,fee,6,Défense x2 (Double Défense),Devant le Château de Ganon,Les deux,Gantelets Dorés,"Une fois les Gantelets Dorés obtenus dans le Château de Ganon, soulevez l'immense pilier près du mur pour révéler la dernière fontaine, qui double la résistance aux dégâts."
ww-fairy-01,ww,fee,1,Porte-monnaie (1000 rubis),"Forêt aux Fées, Île Accalmie",Les deux,"Bombes, Feuille Deku","Depuis le sommet de l'île, planez au-dessus du pont brisé avec la Feuille Deku, puis faites exploser le rocher qui bloque la fontaine."
ww-fairy-02,ww,fee,2,Plus Grand Porte-monnaie (5000 rubis),Île de la Fée du Nord,Les deux,Bombes,Faites exploser le rocher à l'entrée de la fontaine pour obtenir la capacité maximale de rubis.
ww-fairy-03,ww,fee,3,Plus Grand Sac à Bombes (60),Île de la Fée de l'Est,Les deux,Bombes,Faites exploser le rocher qui bloque l'entrée du coquillage géant pour doubler votre capacité en bombes.
ww-fairy-04,ww,fee,4,Sac à Bombes Maximal (99),Île de la Fée du Sud,Les deux,Bombes,Faites exploser les planches qui bloquent l'entrée pour porter votre capacité de bombes à son maximum.
ww-fairy-05,ww,fee,5,Carquois Agrandi (60 flèches),Île de la Fée Épineuse,Les deux,Marteau Skull,Utilisez le Marteau Skull pour enfoncer les piquets qui bloquent l'entrée du coquillage et augmenter votre réserve de flèches.
ww-fairy-06,ww,fee,6,Carquois Maximal (99 flèches),Île de la Fée de l'Ouest,Les deux,Marteau Skull,"Enfoncez le piquet qui bloque l'entrée pour éteindre les flammes, puis récupérez la capacité maximale de flèches."
ww-fairy-07,ww,fee,7,Jauge de Magie x2,Récif aux Deux Yeux,Les deux,Aucune,Approchez le rassemblement de mouettes pour faire apparaître un Grand Octogonien ; sa défaite fait apparaître la fée qui double la jauge de magie.
ww-fairy-08,ww,fee,8,"Tourbillon Ouragan (bonus, hors Grande Fée)",Île Accalmie,Les deux,10 Blasons de Chevalier,Donnez 10 Blasons de Chevalier (butin des Chevaliers Noirs) à Orca pour apprendre cette technique d'attaque tournoyante prolongée.
